trip_id	trajet	duree
OCESN086011F0300323055	Gare de Les Arcs-Draguignan - Gare de Menton	118
OCESN086013F0500523058	Gare de Cannes-la-Bocca - Gare de Monaco-Monte-Carlo	73
OCESN086013F0600623059	Gare de Grasse - Gare de Monaco-Monte-Carlo	99
OCESN086013F0900923060	Gare de Monaco-Monte-Carlo - Gare de Nice-Ville	24
OCESN086015F1001023069	Gare de Cannes - Gare de Ventimiglia-Stazione	101
OCESN086017F0600623076	Gare de Cannes - Gare de Monaco-Monte-Carlo	70
OCESN086069F0400423178	Gare de Menton - Gare de Ventimiglia-Stazione	16
OCESN086090F0100123221	Gare de Monaco-Monte-Carlo - Gare de Ventimiglia-Stazione	30
OCESN086380F0700723234	Gare de Saarbrücken /Sarrebruck - Gare de Strasbourg	102
OCESN086381F1201223237	Gare de Mommenheim - Gare de Strasbourg	15
OCESN086392F0500523255	Gare de Metz-Ville - Gare de Trier-Hbf (Trèves)	96
OCESN086550F0300323260	Gare de Longwy - Gare de Luxembourg	35
OCESN086562F0600623275	Gare de Luxembourg - Gare de Rodange	27
OCESN086960F0100123299	Gare de Perpignan - Gare de Port-Bou	59
OCESN086966F0100123305	Gare de Avignon-Centre - Gare de Port-Bou	259
OCESN086967F0100123308	Gare de Narbonne - Gare de Port-Bou	102
OCESN086969F0400423310	Gare de Nîmes - Gare de Port-Bou	209
OCESN086970F0200223317	Gare de Port-Bou - Gare de Toulouse-Matabiau	220
OCESN086983F1301323339	Gare de Montpellier-Saint-Roch - Gare de Port-Bou	171
OCESN087154F0200223368	Gare de Saarbrücken /Sarrebruck - Gare de Sarreguemines	29
OCESN087403F0200223441	Gare de Offenburg - Gare de Strasbourg	32
OCESN087459F0400423488	Gare de Kehl - Gare de Offenburg	22
OCESN087480F0200223503	Gare de Mulhouse - Gare de Mullheim-Baden-Bf	23
OCESN087488F0300323515	Gare de Freiburg-Breisgau - Gare de Mulhouse	45
OCESN088501F0300323533	Gare de Luxembourg - Gare de Nancy-Ville	92
OCESN088501F0600623534	Gare de Luxembourg - Gare de Thionville	25
OCESN088503F0800823537	Gare de Nancy-Ville - Gare de Thionville	65
OCESN088503F1301323536	Gare de Bettembourg - Gare de Nancy-Ville	79
OCESN088507F0900923553	Gare de Luxembourg - Gare de Metz-Ville	49
OCESN088710F0700723816	Gare de Bettembourg - Gare de Metz-Ville	36
OCESN088716F1001023828	Gare de Metz-Ville - Gare de Thionville	27
OCESN088821F0200224092	Gare de Forbach - Gare de Saarbrücken /Sarrebruck	10
OCESN088824F0300324099	Gare de Metz-Ville - Gare de Saarbrücken /Sarrebruck	60
OCESN096151F0300324706	Gare de Basel-SBB - Gare de Strasbourg	89
OCESN096151F0400424707	Gare de Basel-SBB - Gare de Sélestat	69
OCESN096500F0300324843	Gare de Genève - Gare de Lyon-Part-Dieu	117
OCESN096508F0100124850	Gare de Bellegarde-s-V. Gare - Gare de Genève	28
OCESN096536F0200224867	Gare de Lyon-Part-Dieu - Gare de St-Gervais-L-B-Le-Fayet	228
OCESN096601F0300324904	Gare de Genève - Gare de Grenoble	144
OCESN096608F0900924907	Gare de Genève - Gare de Valence-Ville	195
OCESN105330F0300324982	Gare de St-Pierre-des-Corps - Gare de Tours	5
OCESN400000R0200233144	Gare de Mommenheim - Gare de Sarreguemines	113
OCESN400003R0100133147	Gare de Mommenheim - Gare de Saarbrücken /Sarrebruck	154
OCESN400012R0200233152	Gare de Ingwiller - Gare de Mommenheim	35
OCESN400013R0200233153	Gare de Ingwiller - Gare de Strasbourg	66
OCESN400021R0200233156	Gare de Roeschwoog - Gare de Strasbourg	84
OCESN400023R0100133157	Gare de Lauterbourg - Gare de Strasbourg	114
OCESN400039R0100133173	Gare de Colmar - Gare de Munster	36
OCESN400059R0300333193	Gare de Kehl - Gare de Strasbourg	25
OCESN400061R0300333196	Gare de Saales - Gare de St-Dié-des-Vosges	28
OCESN400061R0400433197	Gare de Molsheim - Gare de St-Dié-des-Vosges	105
OCESN400063R0500533201	Gare de Rothau - Gare de St-Dié-des-Vosges	50
OCESN400067R0200233206	Gare de Molsheim - Gare de Rothau	55
OCESN400073R0200233216	Gare de Rothau - Gare de Saales	22
OCESN400075R0200233218	Gare de Kruth - Gare de Thann-Saint-Jacques	28
OCESN400078R0200233221	Gare de Molsheim - Gare de Saales	76
OCESN400079R0200233222	Gare de Thann-Saint-Jacques - Gare de Wesserling	19
OCESN400082R0200233224	Gare de Molsheim - Mutzig-Passage-A-Niveau	8
OCESN400240R0200233233	Gare de Erstein - Gare de Strasbourg	26
OCESN400241R0300333235	Gare de Colmar - Gare de Mulhouse	50
OCESN405004R0200233394	Gare de Bayonne - Gare de Pau	145
OCESN405009R0200233395	Gare de Bayonne - Gare de Puyoô	70
OCESN405021R0200233396	Gare de Mont-de-Marsan - Gare de Morcenx	45
OCESN405024R0200233397	Gare de Bordeaux-St-Jean - Gare de Mont-de-Marsan	185
OCESN405109R0300333400	Gare de Lesparre - Gare de Pauillac	25
OCESN405117R0200233401	Gare de Bordeaux-St-Jean - Gare de Lesparre	157
OCESN405123R0300333404	Gare de Bordeaux-St-Jean - Gare de Le-Verdon	200
OCESN405210R0300333407	Gare de Dax - Gare de Lourdes	170
OCESN405212R0300333408	Gare de Dax - Gare de Pau	110
OCESN405275R0100133413	Gare de Dax - Gare de Tarbes	205
OCESN405313R0200233415	Gare de Arcachon - Gare de Biganos-Facture	47
OCESN405403R0200233423	Gare de Brive-la-Gaillarde - Gare de Périgueux	105
OCESN405410R0100133424	Gare de Condat-le-Lardin - Gare de Tulle	85
OCESN405411R0100133425	Gare de Brive-la-Gaillarde - Gare de Condat-le-Lardin	44
OCESN405449R0500533453	Gare de Bedous - Gare de Pau	86
OCESN405454R0200233454	Gare de Oloron-Ste-Marie - Gare de Pau	52
OCESN405455R0200233455	Gare de Bidos - Gare de Pau	58
OCESN405460R0100133459	Gare de Bedous - Gare de Oloron-Ste-Marie	35
OCESN405483R0100133460	Gare de Bayonne - Gare de St-Jean-Pied-de-Port	81
OCESN405491R0200233462	Gare de Bayonne - Gare de Cambo-les-Bains	38
OCESN405520R0300333468	Gare de Dax - Gare de Hendaye	140
OCESN405525R0200233470	Gare de Bayonne - Gare de Morcenx	105
OCESN405572R0200233472	Gare de Bordeaux-St-Jean - Gare de Dax	170
OCESN405608R0100133474	Gare de Bergerac - Gare de Libourne	104
OCESN405638R0200233484	Gare de Libourne - Gare de St-Emilion	19
OCESN405652R0200233485	Gare de Bergerac - Gare de Sarlat	94
OCESN405713R0300333494	Gare de Bordeaux-St-Jean - Gare de Langon	87
OCESN405758R0300333496	Gare de Agen - Gare de Bordeaux-St-Jean	174
OCESN405816R0300333499	Gare de Agen - Gare de Périgueux	212
OCESN405874R0300333503	Gare de Agen - Gare de Monsempron-Libos	65
OCESN406105R0200233512	Gare de Commentry - Gare de Montluçon-Ville	25
OCESN406400R0200233521	Gare de Clermont-Ferrand - Gare de Moulins-sur-Allier	165
OCESN406402R0100133523	Gare de Clermont-Ferrand - Gare de Riom-Châtel-Guyon	25
OCESN406403R0100133524	Gare de Clermont-Ferrand - Gare de Vichy	85
OCESN406500R0100133526	Gare de Gannat - Gare de Vichy	32
OCESN406602R0200233530	Gare de Arvant - Gare de Brioude	12
OCESN406680R0300333532	Gare de Alès - Gare de Clermont-Ferrand	344
OCESN406681R0200233533	Gare de Alès - Gare de Brioude	254
OCESN406685R0200233535	Gare de Arvant - Gare de Langeac	46
OCESN406687R0200233536	Gare de Arvant - Gare de Nîmes	334
OCESN406805R0100133552	Gare de Aurillac - Gare de Neussargues	74
OCESN406906R0200233562	Gare de Aurillac - Gare de Figeac	80
OCESN407000R0200233567	Gare de Aurillac - Gare de Brive-la-Gaillarde	162
OCESN407107R0200233578	Gare de Firminy - Gare de Le Puy-en-Velay	129
OCESN407109R0200233579	Gare de Le Puy-en-Velay - Gare de Vorey	41
OCESN408009R0200233582	Gare de Dijon-Ville - Gare de Laroche-Migennes	216
OCESN408018R0200233585	Gare de Laroche-Migennes - Gare de Tonnerre	69
OCESN408218R0200233602	Gare de Frasne - Gare de Travers	56
OCESN408281R0200233605	Gare de Laroche-Migennes - Gare de Montereau	148
OCESN408428R0200233615	Gare de Clamecy - Gare de Laroche-Migennes	113
OCESN408490R0200233620	Gare de Auxerre-St-Gervais - Gare de Laroche-Migennes	28
OCESN408770R0200233630	Gare de Dijon-Ville - Gare de Is-sur-Tille	65
OCESN408827R0200233632	Gare de Dijon-Porte-Neuve - Gare de Is-sur-Tille	32
OCESN408844R0200233634	Gare de Dijon-Ville - Gare de Seurre	98
OCESN408849R0100133636	Gare de Besançon-Viotte - Gare de Dijon-Ville	164
OCESN408897R0200233637	Gare de Dijon-Ville - Gare de Les Laumes-Alésia	107
OCESN409172R0200233654	Gare de Avallon - Gare de Laroche-Migennes	110
OCESN409210R0200233655	Gare de Chagny - Gare de Montchanin	57
OCESN409268R0100133658	Gare de Decize - Gare de Luzy(Nièvre)	54
OCESN409402R0100133665	Gare de Cosne-sur-Loire - Gare de Nevers-Le-Banlay	118
OCESN409406R0100133667	Gare de Nevers - Gare de Nevers-Le-Banlay	13
OCESN409505R0200233671	Gare de Lyon-Perrache - Gare de Paray-le-Monial	150
OCESN409761R0100133672	Gare de Besançon-Viotte - Gare de Dole-Ville	78
OCESN409858R0100133674	Gare de Belfort-Ville - Gare de Vesoul	115
OCESN410017R0200233676	Gare de Besançon-Viotte - Gare de Le Valdahon	62
OCESN410210R0100133688	Gare de Luzy(Nièvre) - Gare de Montchanin	68
OCESN410273R0100133715	Gare de Le Creusot - Gare de Luzy(Nièvre)	54
OCESN410421R0200233724	Gare de Bourg-en-Bresse - Gare de Lons-le-Saunier	89
OCESN410600R0200233728	Gare de Belfort-Ville - Gare de Meroux	24
OCESN410610R0200233730	Gare de Belfort-Ville - Gare de Delle	75
OCESN410854R0100133734	Gare de Besançon-Franche-Comté - Gare de Besançon-Viotte	23
OCESN411057R0200233740	Gare de Rennes - Gare de Vitré	60
OCESN411121R0200233742	Gare de Rennes - Gare de St-Brieuc	115
OCESN411125R0200233744	Gare de Montauban-de-Bretagne - Gare de Rennes	50
OCESN411211R0200233747	Gare de Messac-Guipry - Gare de Rennes	75
OCESN411225R0100133749	Gare de Nantes - Gare de Rennes	100
OCESN411232R0200233751	Gare de Rennes - Gare de Vannes	150
OCESN411281R0200233754	Gare de Messac-Guipry - Gare de Vannes	115
OCESN411282R0300333755	Gare de Redon - Gare de Rennes	105
OCESN411284R0100133756	Gare de Beslé - Gare de Redon	35
OCESN411329R0300333758	Gare de Lorient - Gare de Quimper	95
OCESN411330R0200233759	Gare de Lorient - Gare de Rosporden	65
OCESN411332R0200233760	Gare de Lorient - Gare de Vannes	80
OCESN411356R0200233764	Gare de Lorient - Gare de Redon	140
OCESN411510R0200233770	Gare de Brest - Gare de Morlaix	85
OCESN411616R0200233773	Gare de Brest - Gare de Quimper	130
OCESN411618R0200233774	Gare de Landerneau - Gare de Quimper	95
OCESN411639R0200233782	Gare de Brest - Gare de La Forest	35
OCESN411640R0200233783	Gare de Brest - Gare de Landerneau	45
OCESN411716R0200233787	Gare de Lannion - Gare de St-Brieuc	65
OCESN411719R0200233790	Gare de Guingamp - Gare de Lannion	55
OCESN411850R0200233792	Gare de Carhaix - Gare de Guingamp	75
OCESN414005R0200233821	Gare de Aubrais-(les) - Gare de Cosne-sur-Loire	135
OCESN414047R0300333827	Gare de Port-de-Piles - Gare de Tours	85
OCESN414411R0200233832	Gare de Châteauroux - Gare de Vierzon	90
OCESN414428R0200233833	Gare de Argenton-sur-Creuse - Gare de Vierzon	130
OCESN414511R0100133834	Gare de Aubrais-(les) - Gare de Toury	45
OCESN414565R0200233836	Gare de Bourges - Gare de Vierzon	70
OCESN414909R0300333840	Gare de Bourges - Gare de Montluçon-Ville	160
OCESN415126R0200233841	Gare de Port-Boulet - Gare de Tours	77
OCESN415179R0600633842	Gare de Aubrais-(les) - Gare de Tours	160
OCESN415512R0300333844	Gare de Aubrais-(les) - Gare de Château-Gaillard	45
OCESN415959R0400433845	Gare de Romorantin-Blanc-Argent - Gare de Valençay	45
OCESN416002R0200233854	Gare de Chartres - Gare de Nogent-le-Rotrou	91
OCESN416005R0300333857	Gare de Chartres - Gare de La Verrière	108
OCESN416006R0200233858	Gare de Chartres - Gare de Versailles-Chantiers	110
OCESN416400R0200233873	Gare de Chartres - Gare de Courtalain-St-Pellerin	90
OCESN417001R0200233875	Gare de Charleville-Mézières - Gare de Givet	107
OCESN417101R0300333884	Gare de Charleville-Mézières - Gare de Nouzonville	20
OCESN417301R0100133887	Gare de Charleville-Mézières - Gare de Reims	80
OCESN417322R0100133888	Gare de Reims - Gare de Sedan	163
OCESN417328R0100133889	Gare de Charleville-Mézières - Gare de Sedan	43
OCESN417404R0100133910	Gare de Rethel - Gare de Sedan	113
OCESN417951R0100133911	Gare de Laon - Gare de Reims	110
OCESN418003R0200233913	Gare de Chaumont - Gare de Châlons-en-Champagne	164
OCESN418009R0300333914	Gare de Châlons-en-Champagne - Gare de St-Dizier	75
OCESN418400R0100133922	Gare de Châlons-en-Champagne - Gare de Château-Thierry	105
OCESN418402R0100133924	Gare de Dormans - Gare de Epernay	30
OCESN418405R0100133927	Gare de Bar-le-Duc - Gare de Epernay	155
OCESN418408R0100133930	Gare de Bar-le-Duc - Gare de St-Dizier	35
OCESN418410R0100133931	Gare de Bar-le-Duc - Gare de Châlons-en-Champagne	110
OCESN418802R0100133932	Gare de Culmont-Chalindrey - Gare de Troyes	161
OCESN418809R0100133934	Gare de Dijon-Ville - Gare de Troyes	145
OCESN423011R0200233946	Gare de Cerbère - Gare de Perpignan	107
OCESN423013R0200233948	Gare de Le Grau-du-Roi - Gare de Vauvert	44
OCESN423016R0300333952	Gare de Le Grau-du-Roi - Gare de Nîmes	93
OCESN423021R0200233958	Gare de Carcassonne - Gare de Castelnaudary	59
OCESN423028R0200233962	Gare de Narbonne - Gare de Toulouse-Matabiau	218
OCESN423030R0200233963	Gare de Castelnaudary - Gare de Narbonne	134
OCESN423100R0200233964	Gare de Alès - Gare de Génolhac	57
OCESN423102R0200233966	Gare de Alès - Gare de La Bastide-St-Laurent	111
OCESN423103R0200233967	Gare de Alès - Gare de Mende	187
OCESN423106R0200233970	Gare de Alès - Gare de Langogne	136
OCESN423111R0200233973	Gare de Marvejols - Gare de Mende	48
OCESN423112R0200233974	Gare de Alès - Gare de Arvant	263
OCESN423125R0200233986	Gare de Langogne - Gare de Nîmes	180
OCESN423133R0200233994	Gare de Mende - Gare de Nîmes	247
OCESN423135R0200233996	Gare de Marvejols - Gare de Nîmes	297
OCESN423323R0200234002	Gare de Castelnaudary - Gare de Toulouse-Matabiau	83
OCESN425350R0200234006	Gare de Perpignan - Gare de Villefranche-Vernet-l.B	64
OCESN426054R0200234023	Gare de Guéret - Gare de Limoges-Bénédictins	111
OCESN426201R0200234027	Gare de Le Dorat - Gare de Limoges-Bénédictins	70
OCESN426220R0300334030	Gare de Limoges-Bénédictins - Gare de Poitiers	205
OCESN426300R0200234035	Gare de Limoges-Bénédictins - Gare de Saillat-Chassenon	91
OCESN426405R0200234039	Gare de Limoges-Bénédictins - Gare de Périgueux	147
OCESN426503R0200234044	Gare de St-Yrieix-la-Perche - Pompadour	47
OCESN426503R0300334045	Gare de Nexon - Pompadour	83
OCESN426505R0200234048	Gare de Limoges-Bénédictins - Gare de Nexon	33
OCESN426550R0200234070	Gare de Objat - Pompadour	31
OCESN426556R0200234073	Gare de Brive-la-Gaillarde - Gare de Objat	46
OCESN426708R0100134084	Gare de Brive-la-Gaillarde - Gare de Limoges-Bénédictins	174
OCESN426804R0200234085	Gare de Limoges-Bénédictins - Gare de Ussel	192
OCESN426956R0200234092	Gare de Brive-la-Gaillarde - Gare de Tulle	44
OCESN429009R0100134099	Gare de Lunéville - Gare de Nancy-Ville	71
OCESN429011R0300334100	Gare de Epinal - Gare de Nancy-Ville	79
OCESN429021R0200234101	Gare de Longwy - Gare de Rodange	16
OCESN429027R0200234102	Gare de Bening - Gare de Saarbrücken /Sarrebruck	53
OCESN429069R0200234118	Gare de Longwy - Gare de Nancy-Ville	172
OCESN429071R0200234120	Gare de Conflans-Jarny - Gare de Longwy	86
OCESN429073R0200234121	Gare de Nancy-Ville - Gare de Pont-St-Vincent	60
OCESN429085R0200234130	Gare de Bar-le-Duc - Gare de Metz-Ville	138
OCESN429092R0200234137	Gare de Bar-le-Duc - Gare de Nancy-Ville	88
OCESN429097R0400434141	Gare de Nancy-Ville - Gare de Remiremont	160
OCESN429098R0200234142	Gare de Châlons-en-Champagne - Gare de Metz-Ville	228
OCESN429100R0100134144	Gare de Epinal - Gare de Remiremont	37
OCESN429116R0200234151	Gare de Baroncourt - Gare de Nancy-Ville	109
OCESN429121R0200234153	Gare de Conflans-Jarny - Gare de Hagondange	64
OCESN429123R0200234154	Gare de Hagondange - Gare de Verdun	113
OCESN429127R0300334157	Gare de Nancy-Ville - Gare de St-Dié-des-Vosges	121
OCESN429139R0100134168	Gare de Nancy-Ville - Gare de Revigny	144
OCESN429147R0200234173	Gare de Liverdun - Gare de Nancy-Ville	25
OCESN429153R0300334178	Gare de Bar-le-Duc - Gare de Toul	77
OCESN429194R0100134187	Gare de Lunéville - Gare de St-Dié-des-Vosges	41
OCESN429218R0100134191	Gare de Longwy - Gare de Sedan	108
OCESN429302R0100134203	Gare de Charleville-Mézières - Gare de Longwy	151
OCESN429384R0200234221	Gare de Diemeringen - Gare de Saarbrücken /Sarrebruck	75
OCESN429401R0200234225	Gare de Nancy-Ville - Gare de Verdun	108
OCESN429460R0100134226	Gare de Dijon-Ville - Gare de Neufchâteau	120
OCESN429469R0200234227	Gare de Dijon-Ville - Gare de Nancy-Ville	190
OCESN429500R0200234228	Gare de Bettembourg - Gare de Luxembourg	20
OCESN433022R0300334319	Gare de Millau - Gare de Rodez	85
OCESN433039R0400434326	Gare de Millau - Laissac-Foirail	60
OCESN433102R0200234330	Gare de Mazamet - Gare de St-Sulpice (Tarn)	103
OCESN433110R0300334338	Gare de Castres - Gare de St-Sulpice (Tarn)	60
OCESN433201R0300334341	Gare de Capdenac - Gare de Figeac	20
OCESN433202R0200234342	Gare de Figeac - Gare de Tessonnières	160
OCESN433296R0200234356	Gare de Aurillac - Gare de Toulouse-Matabiau	244
OCESN433305R0200234357	Gare de Auch - Gare de L'Isle-Jourdain (Gers)	51
OCESN433306R0200234358	Gare de Auch - Gare de Toulouse-Matabiau	122
OCESN433321R0200234366	Gare de Auch - Gare de Colomiers	94
OCESN433353R0200234367	Gare de L'Isle-Jourdain (Gers) - Gare de Toulouse-Matabiau	72
OCESN433362R0300334372	Gare de Colomiers - Gare de L'Isle-Jourdain (Gers)	48
OCESN433612R0100134373	Gare de Brive-la-Gaillarde - Gare de Montauban-Ville-Bourbon	198
OCESN433614R0100134374	Gare de Cahors - Gare de Montauban-Ville-Bourbon	78
OCESN433710R0500534381	Gare de Boussens - Gare de Pau	183
OCESN433717R0500534384	Gare de Muret - Gare de Tarbes	182
OCESN433718R0400434385	Gare de Boussens - Gare de Muret	93
OCESN433721R0400434387	Gare de Boussens - Gare de Montréjeau-Gourdan-Pol.	55
OCESN433733R0300334393	Gare de Montréjeau-Gourdan-Pol. - Gare de Muret	138
OCESN433746R0300334402	Gare de Pau - Gare de Tarbes	93
OCESN433768R0300334412	Gare de Lourdes - Gare de Tarbes	35
OCESN433814F0100134418	Gare de Agen - Gare de Montauban-Ville-Bourbon	106
OCESN433952R0100134422	Gare de Capdenac - Gare de Rodez	86
OCESN433952R0200234423	Gare de Brive-la-Gaillarde - Gare de Capdenac	148
OCESN435001R0200234433	Gare de Cambrai Ville - Gare de St Quentin	101
OCESN435005R0500534435	Gare de Boulogne Ville - Gare de Calais Fréthun	30
OCESN435011R0400434439	Gare de Calais Fréthun - Gare de Rang du Fl. Verton Ber.	96
OCESN435012R0200234440	Gare de Lille Flandres - Gare de Mouscron / Moeskroen	49
OCESN435020R0200234448	Gare de Douai - Gare de Lille Flandres	118
OCESN435036R0200234462	Gare de Cambrai Ville - Gare de Valenciennes	95
OCESN435040R0300334466	Gare de Aulnoye Aymeries - Gare de Jeumont	50
OCESN435042R0200234468	Gare de Aulnoye Aymeries - Gare de Maubeuge	28
OCESN435050R0200234476	Gare de Maubeuge - Gare de St Quentin	116
OCESN435052R0200234478	Gare de Aulnoye Aymeries - Gare de Busigny	82
OCESN435054R0200234480	Gare de Amiens - Gare de Arras	104
OCESN435056R0200234483	Gare de Aulnoye Aymeries - Gare de Hirson	104
OCESN435058R0200234485	Gare de Lille Flandres - Gare de Valenciennes	127
OCESN435100R0200234532	Gare de Jeumont - Gare de Maubeuge	15
OCESN435115R0200234547	Gare de Jeumont - Gare de Valenciennes	128
OCESN435124R0300334556	Gare de Charleroi Sud - Gare de Maubeuge	60
OCESN435134R0300334566	Gare de Calais Ville - Gare de Hazebrouck	109
OCESN435160R0100134586	Gare de Arras - Gare de St Pol sur Ternoise	63
OCESN435163R0200234589	Gare de Abbeville - Gare de Amiens	56
OCESN435168R0200234594	Gare de Arras - Gare de Lens	42
OCESN435188R0100134612	Gare de Arras - Gare de Lille Flandres	99
OCESN435190R0100134614	Gare de Amiens - Gare de Lille Flandres	223
OCESN435192R0200234616	Gare de Albert - Gare de Douai	119
OCESN435194R0100134618	Gare de Amiens - Gare de Douai	164
OCESN435214R0400434638	Gare de Albert - Gare de Arras	62
OCESN437027R0100134687	Gare de Dunkerque - Gare de Lille Flandres	150
OCESN438001R0300334690	Gare de Caen - Gare de Cherbourg	174
OCESN438003R0200234693	Gare de Evreux - Normandie - Gare de Mantes-la-Jolie	84
OCESN439451R0200234695	Gare de Le Mans - Gare de Tours	133
OCESN441002R0300334697	Gare de Amiens - Gare de Rouen-Rive-Droite	186
OCESN444500R0100134700	Gare de La Roche-sur-Yon - Gare de La Rochelle-Ville	120
OCESN444512R0100134707	Gare de Angers-St-Laud - Gare de Sablé-sur-Sarthe	83
OCESN444514R0100134709	Gare de Le Mans - Gare de Nogent-le-Rotrou	95
OCESN444518R0100134712	Gare de Connerré-Beillé - Gare de Le Mans	50
OCESN444520R0100134713	Gare de Laval - Gare de Le Mans	135
OCESN444528R0100134718	Gare de Angers-St-Laud - Gare de Saumur	95
OCESN444531R0100134721	Gare de Angers-St-Laud - Gare de Cholet	100
OCESN447026R0200234731	Gare de Beauvais-Gare-SNCF - Gare de Persan-Beaumont	90
OCESN447138R0300334736	Gare de Tergnier - Laon-Gare-Routière-Poma	67
OCESN447142R0300334737	Gare de Amiens - Gare de Tergnier	159
OCESN447172R0200234750	Gare de Amiens - Gare de St Quentin	93
OCESN447222R0500534757	Gare de Creil - Gare de Laon	171
OCESN447224R0300334758	Gare de Creil - Laon-Gare-Routière-Poma	200
OCESN447331R0700734760	Gare de St Quentin - Gare de Tergnier	28
OCESN447526R0200234793	Gare de Creil - Gare de St-Just-SNCF	56
OCESN447528R0400434794	Gare de Amiens - Gare de St-Just-SNCF	87
OCESN447573R0400434832	Gare de Amiens - Gare de Creil	95
OCESN447580R0300334841	Gare de Abancourt - Le Tréport-Mers-Les-B	83
OCESN450226R0200234881	Gare de Angoulême - Gare de Poitiers	158
OCESN451200R0200234895	Gare de La Rochelle-Ville - Gare de Saintes	98
OCESN451202R0200234897	Gare de La-Rochelle-Pt-Dauphine - Gare de Rochefort	64
OCESN451203R0200234898	Gare de La Rochelle-Ville - Gare de St-Mariens-St-Yzan	184
OCESN451204R0400434899	Gare de La Rochelle-Ville - Gare de La-Rochelle-Pt-Dauphine	9
OCESN451208R0100134905	Gare de La-Rochelle-Pt-Dauphine - Gare de Saintes	133
OCESN451462R0100134908	Gare de Niort - Gare de Saintes	95
OCESN451467R0100134909	Gare de Niort - Gare de Royan	139
OCESN451508R0100134910	Gare de Angoulême - Gare de Saintes	98
OCESN451509R0200234911	Gare de Angoulême - Gare de Royan	145
OCESN453001R0200234916	Gare de Breil-sur-Roya - Gare de Tende	40
OCESN453005R0200234920	Gare de Cannes - Gare de Grasse	50
OCESN453006R0200234921	Gare de Marseille-St-Charles - Gare de Toulon	125
OCESN453008R0300334923	Gare de Les Arcs-Draguignan - Gare de St-Raphaël-Valescure	30
OCESN453012R0200234927	Gare de Nice-Ville - Gare de Sospel	65
OCESN453014R0200234929	Gare de Nice-Ville - Gare de Touet-de-l'Escarène	65
OCESN453030R0200234937	Gare de Avignon-Centre - Gare de Miramas	100
OCESN454000R0100134938	Aix-Gare-Routière - Gare de Marseille-St-Charles	55
OCESN454001R0100134939	Aix-Gare-Routière - Gare de Gardanne	20
OCESN454005R0100134943	Gare de Marseille-St-Charles - Gare de Sisteron	175
OCESN454006R0100134944	Gare de Marseille-St-Charles - Gare de Martigues	70
OCESN456000R0100134946	Roanne-Gare-Routière - Saint-Etienne-Chtx GR	119
OCESN457402R0100134962	Lyon-Perrache-Gare-Rout - Roanne-Gare-Routière	142
OCESN460400R0100134969	Gare de Clelles-Mens - Gare de Veynes-Dévoluy	56
OCESN460401R0100134970	Gare de Gap - Gare de Veynes-Dévoluy	30
OCESN461008R0100134982	Gare de La Roche-sur-Foron - Gare de St-Gervais-L-B-Le-Fayet	108
OCESN461102R0200234992	Gare de Annecy - Gare de La Roche-sur-Foron	55
OCESN464001R0100135035	Gare de Chedde - Gare de St-Gervais-L-B-Le-Fayet	10
OCESN830103F0300335081	Gare de Sarrebourg - Gare de Strasbourg	59
OCESN830200F0200235157	Gare de Krimmeri-Meinau - Gare de Strasbourg	7
OCESN830300F0400435159	Gare de Metz-Ville - Gare de Strasbourg	86
OCESN830502F0300335258	Gare de Strasbourg - Gare de Wissembourg	58
OCESN830917F1201235539	Gare de Krimmeri-Meinau - Gare de Sarreguemines	92
OCESN831318F0200235610	Gare de Colmar - Gare de Strasbourg	53
OCESN831720F0200235851	Gare de Obernai - Gare de Strasbourg	31
OCESN831807F0200236003	Gare de St-Dié-des-Vosges - Gare de Strasbourg	112
OCESN832300F0300336086	Gare de Mulhouse - Gare de Strasbourg	61
OCESN832303F0300336094	Gare de Erstein - Gare de Mulhouse	53
OCESN832308F2902936107	Gare de Mulhouse - Gare de Sélestat	40
OCESN832500F0200236292	Gare de Lutterbach Tram-train - Gare de Mulhouse-Gare-Centrale	19
OCESN832602F0200236303	Gare de Mulhouse-Gare-Centrale - Gare de Thann-Saint-Jacques	46
OCESN832604F0200236305	Gare de Mulhouse-Gare-Centrale - Gare de Thann	41
OCESN832760F0300336438	Gare de Mulhouse - Gare de Thann-Saint-Jacques	32
OCESN832765F0200236444	Gare de Mulhouse - Gare de Willer-sur-Thur	36
OCESN832766F0400436448	Gare de Mulhouse - Gare de Thann	26
OCESN832771F0400436455	Gare de Mulhouse - Gare de Wesserling	47
OCESN832901F0300336568	Gare de Niederbronn - Gare de Strasbourg	53
OCESN833203F0800836633	Gare de Conflans-Jarny - Gare de Nancy-Ville	51
OCESN833308F0200236650	Gare de Longuyon - Gare de Thionville	39
OCESN833341F0200236653	Gare de Longwy - Gare de Thionville	55
OCESN833602F0400436749	Gare de Bar-le-Duc - Gare de Lunéville	98
OCESN833606F0700736755	Gare de Lunéville - Gare de Revigny	108
OCESN833618F1101136781	Gare de Epernay - Gare de Nancy-Ville	123
OCESN833618F1601636779	Gare de Epernay - Gare de Lunéville	165
OCESN833652F0300336809	Gare de Epernay - Gare de Metz-Ville	117
OCESN833661F0500536810	Gare de Lunéville - Gare de Toul	68
OCESN834010F0800836812	Gare de Epinal - Gare de Metz-Ville	120
OCESN834026F0600636832	Gare de Metz-Ville - Gare de Remiremont	135
OCESN834351F0200236965	Gare de Metz-Ville - Gare de Sarrebourg	62
OCESN834850F0100137008	Gare de Metz-Ville - Gare de Sarreguemines	62
